weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2021-03-20,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-22,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-11,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-18,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-13,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-02,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-18,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-05,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-07,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-14,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-06,USA,46245.0,43117.0,3128.0,486.0,1250.0,811.0,8929.0,2428.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,USA,31764.0,30238.0,1526.0,1775.0,800.0,578.0,6558.0,831.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,USA,26086.0,24934.0,1152.0,1906.0,591.0,455.0,3819.0,736.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-22,USA,8392.0,8016.0,376.0,645.0,212.0,124.0,1166.0,287.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-08,USA,14915.0,14316.0,599.0,1198.0,312.0,217.0,2145.0,407.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-07,USA,70786.0,69153.0,1633.0,350.0,,,22321.0,3320.0,,,,,,,,,,,,,,,,,,,,,,
2023-08-26,USA,19684.0,18700.0,984.0,792.0,549.0,369.0,2674.0,1649.0,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,USA,28333.0,27574.0,759.0,274.0,,,8715.0,1134.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-03,USA,35746.0,34267.0,1479.0,26812.0,869.0,424.0,5498.0,1043.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,USA,6410.0,6024.0,386.0,2942.0,201.0,130.0,766.0,264.0,72.0,16.0,31.0,21.0,10.0,,,,,,,,,,,,,,,,,
2025-01-18,USA,14007.0,13465.0,492.0,32910.0,344.0,148.0,1595.0,50.0,29858.0,2964.0,10349.0,6837.0,3476.0,2064.0,3014.0,6792.0,1447.0,1517.0,5843.0,6801.0,6834.0,10380.0,88.0,3104.0,372.0,915.0,1429.0,1536.0,2957.0,36.0
2022-12-10,USA,36535.0,35074.0,1461.0,24012.0,798.0,500.0,5563.0,986.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,USA,8000.0,7626.0,374.0,274.0,215.0,117.0,993.0,484.0,12.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,USA,7469.0,7143.0,326.0,935.0,162.0,110.0,1017.0,311.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-20,USA,28244.0,27034.0,1210.0,13291.0,782.0,340.0,3611.0,685.0,234.0,29.0,264.0,205.0,59.0,,,,,,,,,,,,,,,,,
2023-01-07,USA,45513.0,43852.0,1661.0,14065.0,958.0,533.0,6479.0,1623.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-18,USA,18927.0,18107.0,820.0,3491.0,549.0,218.0,2169.0,459.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-01-30,USA,90127.0,88610.0,1517.0,551.0,,,16002.0,3713.0,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,USA,2228.0,2132.0,96.0,681.0,58.0,29.0,264.0,38.0,23.0,15.0,15.0,11.0,4.0,,,,,,,,,,,,,,,,,
2023-12-23,USA,31163.0,29850.0,1313.0,15712.0,806.0,430.0,3624.0,824.0,467.0,36.0,275.0,151.0,124.0,,,,,,,,,,,,,,,,,
2024-07-13,USA,5662.0,5461.0,201.0,367.0,126.0,50.0,603.0,357.0,6.0,1.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-09-07,USA,7305.0,6948.0,357.0,223.0,213.0,119.0,912.0,302.0,3.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
2025-04-12,Region 2,1069.0,1016.0,52.0,817.0,33.0,19.0,136.0,1.0,593.0,210.0,241.0,146.0,95.0,158.0,232.0,490.0,81.0,129.0,145.0,131.0,120.0,197.0,14.0,89.0,6.0,20.0,24.0,35.0,67.0,0.0
2025-01-25,Region 4,2104.0,2015.0,76.0,8784.0,54.0,22.0,207.0,13.0,8094.0,675.0,1629.0,1197.0,431.0,340.0,479.0,989.0,331.0,344.0,1452.0,1908.0,1975.0,2759.0,15.0,354.0,77.0,159.0,241.0,266.0,531.0,1.0
2021-05-01,Region 6,4842.0,4732.0,110.0,75.0,,,1719.0,215.0,,,,,,,,,,,,,,,,,,,,,,
2022-03-26,Region 6,1682.0,1539.0,143.0,934.0,59.0,82.0,395.0,55.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-25,Region 6,2966.0,2820.0,146.0,304.0,93.0,53.0,425.0,105.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-25,Region 6,2223.0,2113.0,110.0,198.0,58.0,52.0,345.0,69.0,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,Region 7,1588.0,1492.0,96.0,19.0,46.0,44.0,278.0,34.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,Region 7,265.0,246.0,19.0,203.0,15.0,2.0,35.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-09-05,Region 8,643.0,621.0,22.0,,,,156.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-28,Region 8,4054.0,3988.0,66.0,4.0,,,777.0,20.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,Region 8,160.0,140.0,20.0,5.0,13.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-01-01,Region 9,9705.0,9321.0,384.0,490.0,,,3004.0,94.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,Region 9,1166.0,1068.0,98.0,311.0,44.0,48.0,186.0,38.0,2.0,0.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,
2023-07-22,Region 10,283.0,274.0,9.0,23.0,7.0,2.0,47.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,Region 2,758.0,723.0,35.0,21.0,22.0,4.0,86.0,23.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-01-28,Region 3,3106.0,2960.0,146.0,368.0,71.0,55.0,441.0,83.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,Region 5,2662.0,2579.0,83.0,0.0,,,511.0,209.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-28,Region 5,2893.0,2782.0,111.0,94.0,75.0,25.0,287.0,67.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,Region 6,6050.0,5852.0,198.0,52.0,,,1603.0,399.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-23,Region 6,2599.0,2475.0,124.0,146.0,90.0,34.0,361.0,93.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,Region 6,363.0,344.0,19.0,16.0,12.0,7.0,49.0,22.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-03-23,Region 1,349.0,337.0,12.0,405.0,5.0,6.0,24.0,4.0,5.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
2023-09-23,Region 10,778.0,753.0,25.0,21.0,14.0,11.0,112.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-14,Region 2,5049.0,4985.0,64.0,36.0,,,1145.0,321.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-10,Region 2,643.0,622.0,21.0,26.0,,,219.0,42.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-26,Region 2,3633.0,3475.0,158.0,1351.0,84.0,50.0,526.0,95.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Region 3,3295.0,3197.0,98.0,39.0,,,639.0,130.0,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,Region 4,9755.0,9541.0,214.0,126.0,,,2460.0,481.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-14,Region 4,3490.0,3374.0,116.0,399.0,69.0,28.0,345.0,638.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-21,Region 4,2778.0,2663.0,115.0,484.0,64.0,42.0,301.0,64.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,Region 5,2747.0,2616.0,131.0,502.0,55.0,61.0,521.0,90.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-28,Region 6,3872.0,3698.0,174.0,548.0,98.0,70.0,587.0,190.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,Region 6,94.0,90.0,4.0,11.0,2.0,2.0,12.0,13.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
2021-09-04,Region 7,2900.0,2796.0,104.0,4.0,,,793.0,30.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,Region 9,20467.0,19612.0,855.0,187.0,53.0,74.0,5637.0,693.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,Region 10,449.0,443.0,6.0,0.0,,,107.0,26.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-04,Region 2,4223.0,4143.0,80.0,105.0,,,911.0,151.0,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,Region 2,400.0,383.0,17.0,77.0,10.0,5.0,45.0,4.0,5.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-10-10,Region 3,1757.0,1681.0,76.0,,,,377.0,59.0,,,,,,,,,,,,,,,,,,,,,,
2021-04-03,Region 3,4352.0,4223.0,129.0,27.0,,,1048.0,167.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-21,Region 3,2795.0,2662.0,133.0,258.0,65.0,57.0,548.0,64.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-10,Region 4,6750.0,6602.0,148.0,44.0,,,2032.0,344.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-10,Region 4,1663.0,1597.0,66.0,317.0,39.0,17.0,214.0,76.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,Region 6,1941.0,1851.0,90.0,180.0,53.0,37.0,294.0,39.0,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,Region 8,1107.0,1071.0,36.0,2.0,,,381.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-09,Region 8,1103.0,1020.0,83.0,245.0,62.0,19.0,195.0,3.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-07-02,Region 9,6098.0,5796.0,302.0,236.0,164.0,138.0,1386.0,74.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,Region 1,272.0,259.0,13.0,,,,68.0,33.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-12,Region 10,361.0,358.0,3.0,,,,78.0,19.0,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,Region 10,781.0,770.0,11.0,3.0,,,218.0,48.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-24,Region 10,132.0,127.0,4.0,61.0,2.0,2.0,16.0,1.0,48.0,13.0,17.0,13.0,4.0,19.0,36.0,56.0,5.0,8.0,11.0,10.0,14.0,13.0,0.0,3.0,1.0,2.0,3.0,1.0,7.0,0.0
2021-10-16,Region 4,9954.0,9694.0,260.0,69.0,,,2505.0,962.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-16,Region 4,2870.0,2750.0,120.0,1177.0,63.0,42.0,344.0,95.0,6.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
2025-02-08,Region 4,2465.0,2342.0,116.0,11525.0,70.0,46.0,299.0,7.0,10635.0,882.0,1415.0,1042.0,372.0,397.0,554.0,1092.0,411.0,471.0,1798.0,2516.0,2673.0,3648.0,8.0,321.0,51.0,138.0,234.0,272.0,398.0,1.0
2021-04-17,Region 6,5207.0,5038.0,169.0,73.0,,,1728.0,180.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,Region 7,933.0,896.0,37.0,2.0,,,229.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-06,Region 9,1921.0,1825.0,96.0,64.0,38.0,56.0,292.0,48.0,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,Region 1,277.0,270.0,7.0,0.0,,,99.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,Region 1,1945.0,1881.0,64.0,44.0,31.0,31.0,365.0,27.0,,,,,,,,,,,,,,,,,,,,,,
2025-04-05,Region 10,128.0,125.0,3.0,208.0,0.0,3.0,13.0,0.0,186.0,22.0,121.0,82.0,39.0,15.0,29.0,68.0,8.0,14.0,48.0,42.0,39.0,57.0,0.0,37.0,2.0,9.0,23.0,23.0,27.0,0.0
2021-10-02,Region 2,2845.0,2769.0,76.0,37.0,,,705.0,75.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,Region 2,3640.0,3463.0,177.0,651.0,98.0,47.0,584.0,126.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-24,Region 3,2285.0,2231.0,54.0,5.0,,,447.0,137.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-21,Region 3,3553.0,3435.0,118.0,33.0,,,1014.0,75.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-07,Region 3,1796.0,1738.0,58.0,99.0,34.0,13.0,234.0,27.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-23,Region 4,5143.0,4960.0,183.0,3789.0,95.0,79.0,594.0,189.0,28.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,
2022-06-04,Region 5,4706.0,4500.0,206.0,197.0,103.0,79.0,961.0,102.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,Region 5,362.0,346.0,16.0,27.0,6.0,2.0,36.0,11.0,1.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,
2020-10-31,Region 9,3847.0,3792.0,55.0,88.0,,,985.0,43.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Region 10,547.0,545.0,2.0,5.0,,,143.0,76.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,Region 10,312.0,306.0,6.0,20.0,5.0,1.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-03,Region 10,703.0,671.0,32.0,268.0,19.0,11.0,131.0,11.0,5.0,0.0,5.0,1.0,4.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 2,436.0,416.0,20.0,39.0,13.0,3.0,52.0,13.0,3.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-08-10,Region 2,774.0,732.0,42.0,23.0,21.0,7.0,102.0,32.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-01-04,Region 2,1860.0,1719.0,85.0,4933.0,52.0,33.0,162.0,56.0,4167.0,554.0,2241.0,1215.0,975.0,254.0,346.0,957.0,353.0,201.0,653.0,886.0,944.0,1684.0,212.0,884.0,91.0,182.0,245.0,270.0,518.0,51.0
2024-03-23,Region 3,1074.0,1007.0,67.0,671.0,28.0,18.0,123.0,50.0,63.0,8.0,13.0,7.0,6.0,,,,,,,,,,,,,,,,,
2020-08-29,Region 4,13597.0,13288.0,309.0,0.0,,,1137.0,3184.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,Region 5,3915.0,3716.0,199.0,470.0,88.0,87.0,739.0,82.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,Region 5,627.0,594.0,33.0,22.0,17.0,6.0,64.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-05-15,Region 7,814.0,775.0,39.0,1.0,,,221.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,Region 7,1015.0,973.0,42.0,67.0,27.0,12.0,122.0,23.0,,,,,,,,,,,,,,,,,,,,,,
2025-04-12,Region 7,176.0,166.0,9.0,164.0,6.0,3.0,26.0,1.0,148.0,15.0,140.0,99.0,41.0,19.0,30.0,91.0,8.0,7.0,22.0,33.0,41.0,52.0,1.0,39.0,2.0,10.0,20.0,19.0,50.0,0.0
2022-08-20,Region 9,5197.0,4903.0,294.0,54.0,143.0,141.0,1373.0,56.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-03,Region 1,1096.0,1043.0,53.0,694.0,33.0,19.0,123.0,10.0,8.0,0.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,,
2024-07-20,Region 10,392.0,381.0,11.0,12.0,7.0,3.0,45.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-08-29,Region 2,1053.0,1027.0,26.0,0.0,,,376.0,128.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,Region 3,642.0,616.0,26.0,128.0,10.0,9.0,89.0,25.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-28,Region 3,1779.0,1722.0,57.0,126.0,36.0,16.0,186.0,29.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-17,Region 4,6898.0,6692.0,206.0,2498.0,72.0,76.0,937.0,461.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-10,Region 6,7317.0,7194.0,123.0,0.0,,,1523.0,478.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-07,Region 6,813.0,732.0,79.0,854.0,44.0,35.0,128.0,2.0,709.0,142.0,1092.0,292.0,799.0,118.0,194.0,292.0,69.0,73.0,193.0,148.0,157.0,211.0,3.0,727.0,72.0,63.0,78.0,66.0,85.0,1.0
2023-01-28,Region 7,979.0,936.0,43.0,162.0,24.0,18.0,128.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-07,Region 7,634.0,618.0,16.0,42.0,10.0,6.0,60.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,Region 7,57.0,57.0,0.0,7.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 8,77.0,65.0,12.0,9.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-04-08,Region 9,2336.0,2233.0,103.0,94.0,52.0,48.0,381.0,62.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-05,Region 2,1093.0,1072.0,21.0,0.0,,,337.0,167.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,Region 5,4279.0,4165.0,114.0,10.0,,,980.0,213.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,Region 5,1096.0,1055.0,41.0,69.0,11.0,5.0,115.0,42.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,Region 6,11819.0,11538.0,281.0,68.0,,,4228.0,540.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,Region 6,853.0,812.0,41.0,304.0,29.0,12.0,102.0,38.0,2.0,0.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,
2021-10-23,Region 7,1736.0,1674.0,62.0,7.0,,,419.0,21.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,Region 7,200.0,191.0,9.0,6.0,6.0,3.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-12-19,Region 8,3005.0,2938.0,67.0,8.0,,,631.0,35.0,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,Region 9,18112.0,17897.0,215.0,45.0,,,3623.0,143.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-20,Region 9,1928.0,1866.0,62.0,58.0,39.0,19.0,256.0,230.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-08-22,Region 10,484.0,469.0,15.0,0.0,,,119.0,34.0,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,Region 10,1085.0,1018.0,67.0,8.0,33.0,32.0,227.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-07,Region 10,854.0,827.0,27.0,24.0,14.0,12.0,110.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-23,Region 2,2501.0,2426.0,75.0,40.0,,,562.0,60.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,Region 2,2828.0,2640.0,188.0,435.0,120.0,52.0,517.0,76.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,Region 3,1742.0,1648.0,94.0,263.0,42.0,37.0,345.0,64.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,Region 4,5820.0,5621.0,199.0,591.0,99.0,82.0,787.0,217.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-16,Region 4,4065.0,3914.0,151.0,2454.0,94.0,44.0,439.0,130.0,43.0,7.0,16.0,9.0,7.0,,,,,,,,,,,,,,,,,
2023-04-22,Region 5,2282.0,2202.0,80.0,74.0,32.0,31.0,257.0,54.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-04,Region 5,2657.0,2567.0,90.0,157.0,59.0,23.0,285.0,43.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-17,Region 5,2947.0,2785.0,162.0,2462.0,81.0,67.0,387.0,79.0,27.0,28.0,23.0,6.0,17.0,,,,,,,,,,,,,,,,,
2023-05-06,Region 8,368.0,351.0,17.0,27.0,8.0,9.0,62.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-25,Region 10,732.0,707.0,25.0,52.0,16.0,7.0,142.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Region 2,2311.0,2207.0,104.0,81.0,66.0,25.0,283.0,65.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-21,Region 2,1045.0,944.0,53.0,1421.0,40.0,13.0,122.0,48.0,1128.0,193.0,1624.0,707.0,902.0,112.0,206.0,504.0,87.0,106.0,233.0,263.0,230.0,402.0,100.0,799.0,103.0,124.0,135.0,192.0,256.0,15.0
2021-01-23,Region 5,10073.0,9862.0,211.0,21.0,,,1567.0,527.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-03,Region 5,932.0,882.0,50.0,10.0,21.0,10.0,111.0,67.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-09-09,Region 6,3335.0,3102.0,233.0,148.0,129.0,97.0,510.0,118.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-14,Region 7,5772.0,5699.0,73.0,33.0,,,773.0,227.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-02,Region 7,464.0,434.0,30.0,180.0,15.0,15.0,115.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-22,Region 7,190.0,182.0,8.0,23.0,6.0,2.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-04-24,Region 8,1133.0,1089.0,44.0,6.0,,,379.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-17,Region 8,865.0,828.0,37.0,5.0,,,293.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,Region 8,3160.0,3065.0,95.0,2.0,,,824.0,18.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-10,Region 1,197.0,194.0,3.0,63.0,3.0,0.0,20.0,0.0,56.0,7.0,40.0,35.0,5.0,21.0,41.0,112.0,3.0,4.0,7.0,11.0,14.0,24.0,0.0,4.0,1.0,2.0,4.0,15.0,14.0,0.0
2022-10-22,Region 2,3848.0,3717.0,131.0,125.0,73.0,40.0,581.0,106.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,Region 2,979.0,939.0,40.0,115.0,19.0,13.0,154.0,15.0,,,,,,,,,,,,,,,,,,,,,,
2022-09-03,Region 3,3437.0,3248.0,189.0,54.0,104.0,50.0,585.0,89.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-15,Region 3,1748.0,1677.0,68.0,7449.0,43.0,25.0,236.0,3.0,6771.0,665.0,932.0,707.0,221.0,264.0,385.0,792.0,307.0,358.0,1184.0,1563.0,1641.0,2383.0,13.0,180.0,41.0,82.0,145.0,169.0,311.0,4.0
2023-11-18,Region 6,1925.0,1828.0,97.0,590.0,67.0,26.0,262.0,76.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-26,Region 7,1793.0,1771.0,22.0,0.0,,,269.0,59.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-03,Region 7,229.0,217.0,12.0,2.0,7.0,3.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-10-19,Region 7,87.0,77.0,6.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,0.0,14.0,16.0,46.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-02-20,Region 9,6761.0,6606.0,155.0,25.0,,,1709.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Region 9,4312.0,4217.0,95.0,29.0,,,1298.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,Region 9,15962.0,15267.0,695.0,422.0,,,4721.0,193.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-03,Region 9,6778.0,6504.0,274.0,4446.0,161.0,112.0,1207.0,55.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,Region 9,592.0,569.0,20.0,357.0,16.0,4.0,96.0,3.0,309.0,44.0,99.0,64.0,34.0,82.0,117.0,274.0,15.0,29.0,97.0,41.0,73.0,98.0,4.0,31.0,3.0,12.0,5.0,19.0,28.0,1.0
2023-04-15,Region 1,635.0,622.0,13.0,23.0,6.0,7.0,69.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,Region 10,1105.0,1089.0,16.0,0.0,,,220.0,150.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-04,Region 2,3259.0,3186.0,73.0,34.0,,,919.0,93.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-28,Region 2,3924.0,3715.0,209.0,372.0,114.0,78.0,662.0,105.0,,,,,,,,,,,,,,,,,,,,,,
