weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2024-06-08,PA,126.0,118.0,8.0,59.0,6.0,1.0,0.0,0.0,0.0,7.0,0.0,16.0,5.0,,,,,,,,,,,,,,,,,
2024-06-08,PR,19.0,16.0,3.0,9.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,RI,15.0,15.0,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 1,103.0,102.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 10,227.0,221.0,6.0,58.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,21.0,3.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 2,436.0,416.0,20.0,39.0,3.0,6.0,0.0,0.0,0.0,13.0,3.0,52.0,13.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 3,217.0,204.0,13.0,87.0,7.0,1.0,0.0,0.0,0.0,11.0,1.0,22.0,5.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 4,366.0,362.0,4.0,146.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,42.0,4.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 5,297.0,279.0,18.0,25.0,1.0,0.0,1.0,0.0,1.0,11.0,0.0,30.0,15.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 6,67.0,65.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 7,48.0,42.0,6.0,10.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 8,80.0,74.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,15.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,Region 9,748.0,726.0,22.0,114.0,2.0,0.0,1.0,1.0,0.0,7.0,10.0,102.0,19.0,,,,,,,,,,,,,,,,,
2024-06-08,SC,17.0,14.0,3.0,28.0,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,SD,5.0,4.0,1.0,0.0,,,,,,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,TN,16.0,16.0,0.0,17.0,,,,,,0.0,0.0,3.0,4.0,,,,,,,,,,,,,,,,,
2024-06-08,TX,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,USA,2589.0,2491.0,98.0,511.0,24.0,7.0,4.0,3.0,1.0,57.0,20.0,307.0,64.0,,,,,,,,,,,,,,,,,
2024-06-08,UT,34.0,30.0,4.0,0.0,,,,,,2.0,2.0,6.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,VA,41.0,40.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,VI,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,VT,2.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,WA,157.0,155.0,2.0,39.0,,,1.0,1.0,0.0,2.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,WI,51.0,43.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,13.0,,,,,,,,,,,,,,,,,
2024-06-08,WV,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-08,WY,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,AK,15.0,15.0,0.0,3.0,,,,,,0.0,0.0,3.0,4.0,,,,,,,,,,,,,,,,,
2024-06-15,AL,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,AR,20.0,17.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,
2024-06-15,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,AZ,130.0,125.0,5.0,69.0,3.0,0.0,2.0,2.0,0.0,4.0,1.0,15.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,CA,754.0,739.0,15.0,58.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,98.0,25.0,,,,,,,,,,,,,,,,,
2024-06-15,CO,20.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,CT,72.0,70.0,2.0,2.0,,,0.0,0.0,0.0,0.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,DC,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,DE,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,FL,325.0,314.0,11.0,80.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,47.0,4.0,,,,,,,,,,,,,,,,,
2024-06-15,GA,18.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,GU,1.0,1.0,0.0,3.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,HI,54.0,52.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,IA,20.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,
2024-06-15,ID,11.0,11.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,IL,99.0,95.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,5.0,,,,,,,,,,,,,,,,,
2024-06-15,IN,49.0,49.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,KS,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,KY,23.0,20.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,9.0,,,,,,,,,,,,,,,,,
2024-06-15,LA,37.0,36.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,,,,,,,,,,,,,,,,,
2024-06-15,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,MD,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,ME,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,MI,88.0,84.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,MO,41.0,41.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,
2024-06-15,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,MS,8.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,MT,13.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,NC,1.0,1.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,NE,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,NH,2.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,NJ,194.0,188.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,33.0,1.0,,,,,,,,,,,,,,,,,
2024-06-15,NM,5.0,3.0,2.0,0.0,,,,,,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,NV,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,NY,184.0,175.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,16.0,7.0,,,,,,,,,,,,,,,,,
2024-06-15,OH,39.0,36.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,OK,12.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,OR,59.0,58.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,
2024-06-15,PA,134.0,124.0,10.0,80.0,4.0,1.0,0.0,0.0,0.0,9.0,0.0,16.0,3.0,,,,,,,,,,,,,,,,,
2024-06-15,PR,24.0,18.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,RI,13.0,12.0,1.0,0.0,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,Region 1,92.0,89.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,Region 10,292.0,288.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,41.0,6.0,,,,,,,,,,,,,,,,,
2024-06-15,Region 2,402.0,381.0,21.0,41.0,2.0,2.0,0.0,0.0,0.0,14.0,2.0,51.0,8.0,,,,,,,,,,,,,,,,,
2024-06-15,Region 3,228.0,212.0,16.0,120.0,4.0,1.0,0.0,0.0,0.0,14.0,1.0,26.0,4.0,,,,,,,,,,,,,,,,,
2024-06-15,Region 4,436.0,419.0,17.0,141.0,3.0,0.0,2.0,2.0,0.0,7.0,9.0,59.0,20.0,,,,,,,,,,,,,,,,,
2024-06-15,Region 5,320.0,302.0,18.0,25.0,2.0,0.0,1.0,0.0,1.0,10.0,1.0,37.0,14.0,,,,,,,,,,,,,,,,,
2024-06-15,Region 6,80.0,72.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,16.0,,,,,,,,,,,,,,,,,
2024-06-15,Region 7,71.0,68.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,,,,,,,,,,,,,,,,,
2024-06-15,Region 8,83.0,80.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,Region 9,939.0,917.0,22.0,133.0,4.0,0.0,2.0,2.0,0.0,16.0,6.0,120.0,25.0,,,,,,,,,,,,,,,,,
2024-06-15,SC,29.0,29.0,0.0,29.0,,,,,,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,SD,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,TN,30.0,27.0,3.0,15.0,,,,,,0.0,2.0,0.0,7.0,,,,,,,,,,,,,,,,,
2024-06-15,TX,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,USA,2943.0,2828.0,115.0,519.0,16.0,3.0,5.0,4.0,1.0,74.0,27.0,369.0,96.0,,,,,,,,,,,,,,,,,
2024-06-15,UT,42.0,41.0,1.0,0.0,,,,,,1.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,VA,52.0,50.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,
2024-06-15,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,VT,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,WA,207.0,204.0,3.0,20.0,,,0.0,0.0,0.0,2.0,1.0,35.0,1.0,,,,,,,,,,,,,,,,,
2024-06-15,WI,45.0,38.0,7.0,2.0,,,,,,0.0,0.0,5.0,9.0,,,,,,,,,,,,,,,,,
2024-06-15,WV,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-15,WY,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,AK,15.0,15.0,0.0,6.0,,,,,,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,AL,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,AR,28.0,27.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,,,,,,,,,,,,,,,,,
2024-06-22,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,AZ,149.0,147.0,2.0,44.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,17.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,CA,905.0,881.0,24.0,64.0,0.0,0.0,2.0,0.0,2.0,19.0,5.0,137.0,21.0,,,,,,,,,,,,,,,,,
2024-06-22,CO,20.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,CT,72.0,69.0,3.0,3.0,,,1.0,1.0,0.0,1.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,DC,9.0,5.0,4.0,0.0,,,,,,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,DE,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,FL,487.0,477.0,10.0,64.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,67.0,5.0,,,,,,,,,,,,,,,,,
2024-06-22,GA,30.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
2024-06-22,GU,5.0,5.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,HI,47.0,45.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,IA,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,ID,19.0,19.0,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,IL,102.0,99.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,IN,49.0,48.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,,,,,,,,,,,,,,,,,
2024-06-22,KS,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,KY,17.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,
2024-06-22,LA,35.0,34.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,
2024-06-22,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,MD,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,ME,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,MI,104.0,101.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,2.0,,,,,,,,,,,,,,,,,
2024-06-22,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,MO,33.0,30.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
2024-06-22,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,MS,4.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,MT,12.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,NC,1.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,ND,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,NE,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,NH,4.0,4.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,NJ,273.0,265.0,8.0,16.0,,,,,,2.0,2.0,54.0,15.0,,,,,,,,,,,,,,,,,
2024-06-22,NM,5.0,5.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,NV,1.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,NY,222.0,213.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,26.0,13.0,,,,,,,,,,,,,,,,,
2024-06-22,OH,57.0,55.0,2.0,6.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,7.0,1.0,,,,,,,,,,,,,,,,,
2024-06-22,OK,24.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,OR,73.0,72.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,,,,,,,,,,,,,,,,,
2024-06-22,PA,114.0,111.0,3.0,51.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,12.0,4.0,,,,,,,,,,,,,,,,,
2024-06-22,PR,30.0,24.0,6.0,10.0,4.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,
2024-06-22,RI,11.0,10.0,1.0,0.0,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 1,92.0,88.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,10.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 10,347.0,344.0,3.0,48.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,36.0,7.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 2,525.0,502.0,23.0,33.0,5.0,3.0,0.0,0.0,0.0,11.0,4.0,80.0,33.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 3,224.0,216.0,8.0,76.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,31.0,7.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 4,585.0,569.0,16.0,115.0,1.0,0.0,1.0,1.0,0.0,6.0,9.0,70.0,26.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 5,362.0,346.0,16.0,27.0,1.0,4.0,1.0,0.0,1.0,6.0,2.0,36.0,11.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 6,94.0,90.0,4.0,11.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,12.0,13.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 7,60.0,56.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 8,77.0,65.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,Region 9,1107.0,1079.0,28.0,114.0,6.0,0.0,4.0,2.0,2.0,21.0,7.0,156.0,21.0,,,,,,,,,,,,,,,,,
2024-06-22,SC,23.0,22.0,1.0,20.0,,,,,,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,SD,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,TN,21.0,17.0,4.0,12.0,,,,,,2.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,
2024-06-22,TX,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,USA,3473.0,3355.0,118.0,441.0,14.0,7.0,10.0,7.0,3.0,69.0,32.0,438.0,120.0,,,,,,,,,,,,,,,,,
2024-06-22,UT,32.0,27.0,5.0,0.0,,,,,,4.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,VA,46.0,45.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,,,,,,,,,,,,,,,,,
2024-06-22,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,VT,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,WA,240.0,238.0,2.0,28.0,,,1.0,1.0,0.0,1.0,1.0,28.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,WI,50.0,43.0,7.0,1.0,,,,,,0.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,
2024-06-22,WV,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-22,WY,10.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,AK,7.0,7.0,0.0,3.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,AL,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,AR,31.0,28.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,AZ,192.0,187.0,5.0,23.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,35.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,CA,1036.0,1011.0,25.0,49.0,0.0,0.0,2.0,0.0,2.0,18.0,6.0,129.0,50.0,,,,,,,,,,,,,,,,,
2024-06-29,CO,29.0,27.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,CT,72.0,71.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,DC,16.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,DE,21.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,FL,561.0,549.0,12.0,62.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,62.0,7.0,,,,,,,,,,,,,,,,,
2024-06-29,GA,42.0,42.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,,,,,,,,,,,,,,,,,
2024-06-29,GU,4.0,4.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,HI,34.0,30.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,IA,18.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,ID,12.0,12.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,IL,118.0,113.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,1.0,,,,,,,,,,,,,,,,,
2024-06-29,IN,37.0,37.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,KS,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
2024-06-29,KY,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,LA,45.0,42.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,
2024-06-29,MA,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,MD,53.0,52.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,ME,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-06-29,MI,99.0,96.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,4.0,,,,,,,,,,,,,,,,,
